"REF_DATE","GEO","DGUID","Labour force characteristics","Educational degree","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-11","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","53.6","","","","1"
"2020-12","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","53.4","","","","1"
"2021-01","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","49.3","","","","1"
"2021-02","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","48.7","","","","1"
"2021-03","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","51.2","","","","1"
"2021-04","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","49.5","","","","1"
"2021-05","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","52.3","","","","1"
"2021-06","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","60.2","","","","1"
"2021-07","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","62.0","","","","1"
"2021-08","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","61.2","","","","1"
"2021-09","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","55.7","","","","1"
"2021-10","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","54.2","","","","1"
"2021-11","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","54.5","","","","1"
"2021-12","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","54.2","","","","1"
"2017-01","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","70.8","","","","1"
"2017-02","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","70.6","","","","1"
"2017-03","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","70.8","","","","1"
"2017-04","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","70.6","","","","1"
"2017-05","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","72.3","","","","1"
"2017-06","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","72.7","","","","1"
"2017-07","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","72.6","","","","1"
"2017-08","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","73.1","","","","1"
"2017-09","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","72.6","","","","1"
"2017-10","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","72.5","","","","1"
"2017-11","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","72.2","","","","1"
"2017-12","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","72.2","","","","1"
"2018-01","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","71.0","","","","1"
"2018-02","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","70.9","","","","1"
"2018-03","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","71.6","","","","1"
"2018-04","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","71.6","","","","1"
"2018-05","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","72.7","","","","1"
"2018-06","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","73.4","","","","1"
"2018-07","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","73.0","","","","1"
"2018-08","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","72.6","","","","1"
"2018-09","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","72.6","","","","1"
"2018-10","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","72.1","","","","1"
"2018-11","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","72.4","","","","1"
"2018-12","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","72.0","","","","1"
"2019-01","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","71.2","","","","1"
"2019-02","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","71.6","","","","1"
"2019-03","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","71.4","","","","1"
"2019-04","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","72.1","","","","1"
"2019-05","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","73.4","","","","1"
"2019-06","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","73.6","","","","1"
"2019-07","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","73.3","","","","1"
"2019-08","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","73.6","","","","1"
"2019-09","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","73.5","","","","1"
"2019-10","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","73.1","","","","1"
"2019-11","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","72.7","","","","1"
"2019-12","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","72.1","","","","1"
"2020-01","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","71.0","","","","1"
"2020-02","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","70.5","","","","1"
"2020-03","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","67.6","","","","1"
"2020-04","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","59.7","","","","1"
"2020-05","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","63.2","","","","1"
"2020-06","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","66.8","","","","1"
"2020-07","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","68.6","","","","1"
"2020-08","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","69.6","","","","1"
"2020-09","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","70.1","","","","1"
"2020-10","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","70.1","","","","1"
"2020-11","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","69.9","","","","1"
"2020-12","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","68.4","","","","1"
"2021-01","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","66.7","","","","1"
"2021-02","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","67.6","","","","1"
"2021-03","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","68.8","","","","1"
"2021-04","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","68.4","","","","1"
"2021-05","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","70.0","","","","1"
"2021-06","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","70.9","","","","1"
"2021-07","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","69.9","","","","1"
"2021-08","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","70.0","","","","1"
"2021-09","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","70.5","","","","1"
"2021-10","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","70.2","","","","1"
"2021-11","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","70.2","","","","1"
"2021-12","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v54912701","1.10.5.2.1","70.0","","","","1"
"2017-01","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","65.2","","","","1"
"2017-02","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","65.1","","","","1"
"2017-03","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","65.2","","","","1"
"2017-04","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","65.9","","","","1"
"2017-05","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","66.3","","","","1"
"2017-06","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","66.3","","","","1"
"2017-07","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","64.6","","","","1"
"2017-08","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","64.5","","","","1"
"2017-09","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","64.9","","","","1"
"2017-10","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","64.9","","","","1"
"2017-11","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","64.7","","","","1"
"2017-12","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","65.0","","","","1"
"2018-01","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","64.6","","","","1"
"2018-02","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","64.7","","","","1"
"2018-03","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","65.1","","","","1"
"2018-04","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","65.5","","","","1"
"2018-05","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","65.9","","","","1"
"2018-06","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","66.5","","","","1"
"2018-07","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","65.1","","","","1"
"2018-08","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","64.7","","","","1"
"2018-09","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","65.3","","","","1"
"2018-10","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","65.4","","","","1"
"2018-11","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","65.7","","","","1"
"2018-12","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","65.4","","","","1"
"2019-01","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","64.9","","","","1"
"2019-02","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","65.1","","","","1"
"2019-03","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","65.2","","","","1"
"2019-04","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","65.9","","","","1"
"2019-05","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","65.8","","","","1"
"2019-06","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","66.1","","","","1"
"2019-07","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","64.4","","","","1"
"2019-08","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","64.7","","","","1"
"2019-09","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","66.4","","","","1"
"2019-10","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","66.3","","","","1"
"2019-11","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","66.1","","","","1"
"2019-12","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","66.1","","","","1"
"2020-01","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","64.9","","","","1"
"2020-02","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","64.9","","","","1"
"2020-03","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","60.5","","","","1"
"2020-04","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","54.0","","","","1"
"2020-05","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","55.3","","","","1"
"2020-06","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","59.0","","","","1"
"2020-07","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","59.1","","","","1"
"2020-08","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","59.4","","","","1"
"2020-09","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","61.3","","","","1"
"2020-10","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","61.7","","","","1"
"2020-11","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","61.5","","","","1"
"2020-12","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","61.2","","","","1"
"2021-01","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","59.5","","","","1"
"2021-02","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","60.8","","","","1"
"2021-03","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","61.0","","","","1"
"2021-04","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","61.5","","","","1"
"2021-05","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","61.3","","","","1"
"2021-06","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","62.2","","","","1"
"2021-07","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","60.3","","","","1"
"2021-08","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","60.5","","","","1"
"2021-09","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","62.8","","","","1"
"2021-10","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","62.3","","","","1"
"2021-11","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","62.7","","","","1"
"2021-12","Canada","2016A000011124","Employment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v54912708","1.10.5.3.1","62.5","","","","1"
"2017-01","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","75.7","","","","1"
"2017-02","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.0","","","","1"
"2017-03","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.1","","","","1"
"2017-04","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.8","","","","1"
"2017-05","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","77.1","","","","1"
"2017-06","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","77.3","","","","1"
"2017-07","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.1","","","","1"
"2017-08","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","75.5","","","","1"
"2017-09","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","75.3","","","","1"
"2017-10","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.4","","","","1"
"2017-11","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.6","","","","1"
"2017-12","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","77.1","","","","1"
"2018-01","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.0","","","","1"
"2018-02","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.2","","","","1"
"2018-03","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.9","","","","1"
"2018-04","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.2","","","","1"
"2018-05","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.2","","","","1"
"2018-06","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.5","","","","1"
"2018-07","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","75.3","","","","1"
"2018-08","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","74.8","","","","1"
"2018-09","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","75.3","","","","1"
"2018-10","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.2","","","","1"
"2018-11","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.6","","","","1"
"2018-12","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","75.8","","","","1"
"2019-01","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","75.4","","","","1"
"2019-02","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","75.9","","","","1"
"2019-03","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.2","","","","1"
"2019-04","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","75.9","","","","1"
"2019-05","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.0","","","","1"
"2019-06","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.1","","","","1"
"2019-07","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","75.2","","","","1"
"2019-08","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","75.4","","","","1"
"2019-09","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.5","","","","1"
"2019-10","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","77.4","","","","1"
"2019-11","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.9","","","","1"
"2019-12","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","76.7","","","","1"
"2020-01","Canada","2016A000011124","Employment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v54912785","1.10.9.2.1","75.3","","","","1"
