"REF_DATE","GEO","DGUID","Labour force characteristics","Educational degree","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-02","Canada","2016A000011124","Employment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v54912659","1.10.3.2.1","59.1","","","","1"
"2021-03","Canada","2016A000011124","Employment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v54912659","1.10.3.2.1","60.3","","","","1"
"2021-04","Canada","2016A000011124","Employment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v54912659","1.10.3.2.1","59.5","","","","1"
"2021-05","Canada","2016A000011124","Employment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v54912659","1.10.3.2.1","61.7","","","","1"
"2021-06","Canada","2016A000011124","Employment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v54912659","1.10.3.2.1","62.1","","","","1"
"2021-07","Canada","2016A000011124","Employment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v54912659","1.10.3.2.1","63.8","","","","1"
"2021-08","Canada","2016A000011124","Employment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v54912659","1.10.3.2.1","63.4","","","","1"
"2021-09","Canada","2016A000011124","Employment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v54912659","1.10.3.2.1","61.8","","","","1"
"2021-10","Canada","2016A000011124","Employment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v54912659","1.10.3.2.1","62.6","","","","1"
"2021-11","Canada","2016A000011124","Employment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v54912659","1.10.3.2.1","62.4","","","","1"
"2021-12","Canada","2016A000011124","Employment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v54912659","1.10.3.2.1","61.4","","","","1"
"2017-01","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","50.2","","","","1"
"2017-02","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","50.0","","","","1"
"2017-03","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","50.3","","","","1"
"2017-04","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","50.1","","","","1"
"2017-05","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","51.0","","","","1"
"2017-06","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","51.3","","","","1"
"2017-07","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","50.6","","","","1"
"2017-08","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","50.5","","","","1"
"2017-09","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","50.0","","","","1"
"2017-10","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","50.2","","","","1"
"2017-11","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","50.2","","","","1"
"2017-12","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","50.6","","","","1"
"2018-01","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","49.5","","","","1"
"2018-02","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","49.5","","","","1"
"2018-03","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","49.7","","","","1"
"2018-04","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","50.0","","","","1"
"2018-05","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","50.8","","","","1"
"2018-06","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","51.3","","","","1"
"2018-07","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","50.5","","","","1"
"2018-08","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","49.7","","","","1"
"2018-09","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","49.1","","","","1"
"2018-10","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","48.8","","","","1"
"2018-11","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","48.9","","","","1"
"2018-12","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","49.5","","","","1"
"2019-01","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","49.2","","","","1"
"2019-02","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","49.0","","","","1"
"2019-03","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","48.3","","","","1"
"2019-04","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","49.0","","","","1"
"2019-05","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","50.6","","","","1"
"2019-06","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","50.3","","","","1"
"2019-07","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","49.4","","","","1"
"2019-08","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","49.6","","","","1"
"2019-09","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","49.1","","","","1"
"2019-10","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","48.9","","","","1"
"2019-11","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","48.7","","","","1"
"2019-12","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","49.0","","","","1"
"2020-01","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","48.2","","","","1"
"2020-02","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","48.8","","","","1"
"2020-03","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","43.7","","","","1"
"2020-04","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","37.4","","","","1"
"2020-05","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","38.7","","","","1"
"2020-06","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","43.3","","","","1"
"2020-07","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","44.6","","","","1"
"2020-08","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","45.0","","","","1"
"2020-09","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","45.2","","","","1"
"2020-10","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","45.0","","","","1"
"2020-11","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","44.8","","","","1"
"2020-12","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","44.5","","","","1"
"2021-01","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","43.2","","","","1"
"2021-02","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","43.7","","","","1"
"2021-03","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","44.6","","","","1"
"2021-04","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","43.5","","","","1"
"2021-05","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","45.3","","","","1"
"2021-06","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","46.9","","","","1"
"2021-07","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","47.1","","","","1"
"2021-08","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","46.7","","","","1"
"2021-09","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","46.0","","","","1"
"2021-10","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","47.2","","","","1"
"2021-11","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","47.5","","","","1"
"2021-12","Canada","2016A000011124","Employment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v54912666","1.10.3.3.1","47.5","","","","1"
"2017-01","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","59.0","","","","1"
"2017-02","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","60.1","","","","1"
"2017-03","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","59.4","","","","1"
"2017-04","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","59.8","","","","1"
"2017-05","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","66.4","","","","1"
"2017-06","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","68.8","","","","1"
"2017-07","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","69.7","","","","1"
"2017-08","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","70.7","","","","1"
"2017-09","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","61.9","","","","1"
"2017-10","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","62.1","","","","1"
"2017-11","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","62.9","","","","1"
"2017-12","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","61.4","","","","1"
"2018-01","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","60.1","","","","1"
"2018-02","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","58.9","","","","1"
"2018-03","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","58.8","","","","1"
"2018-04","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","59.6","","","","1"
"2018-05","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","64.8","","","","1"
"2018-06","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","68.4","","","","1"
"2018-07","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","72.3","","","","1"
"2018-08","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","69.4","","","","1"
"2018-09","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","62.8","","","","1"
"2018-10","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","62.2","","","","1"
"2018-11","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","62.6","","","","1"
"2018-12","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","61.2","","","","1"
"2019-01","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","59.4","","","","1"
"2019-02","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","58.8","","","","1"
"2019-03","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","60.3","","","","1"
"2019-04","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","62.3","","","","1"
"2019-05","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","67.8","","","","1"
"2019-06","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","70.7","","","","1"
"2019-07","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","71.5","","","","1"
"2019-08","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","69.4","","","","1"
"2019-09","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","62.4","","","","1"
"2019-10","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","61.4","","","","1"
"2019-11","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","61.0","","","","1"
"2019-12","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","60.2","","","","1"
"2020-01","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","57.5","","","","1"
"2020-02","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","59.8","","","","1"
"2020-03","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","55.9","","","","1"
"2020-04","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","47.8","","","","1"
"2020-05","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","49.3","","","","1"
"2020-06","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","58.6","","","","1"
"2020-07","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","61.9","","","","1"
"2020-08","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","62.4","","","","1"
"2020-09","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","59.8","","","","1"
"2020-10","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","60.4","","","","1"
"2020-11","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","57.0","","","","1"
"2020-12","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","56.7","","","","1"
"2021-01","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","54.5","","","","1"
"2021-02","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","54.9","","","","1"
"2021-03","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","56.8","","","","1"
"2021-04","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","57.0","","","","1"
"2021-05","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","60.6","","","","1"
"2021-06","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","69.1","","","","1"
"2021-07","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","69.7","","","","1"
"2021-08","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","68.5","","","","1"
"2021-09","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","62.0","","","","1"
"2021-10","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","59.7","","","","1"
"2021-11","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","59.7","","","","1"
"2021-12","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Males","15 years and over","Percentage","242","units","0","v54912680","1.10.4.2.1","58.4","","","","1"
"2017-01","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","55.8","","","","1"
"2017-02","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","55.7","","","","1"
"2017-03","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","55.0","","","","1"
"2017-04","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","55.8","","","","1"
"2017-05","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","62.6","","","","1"
"2017-06","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","64.8","","","","1"
"2017-07","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","66.3","","","","1"
"2017-08","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","64.9","","","","1"
"2017-09","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","57.3","","","","1"
"2017-10","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","58.8","","","","1"
"2017-11","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","57.4","","","","1"
"2017-12","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","59.3","","","","1"
"2018-01","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","56.5","","","","1"
"2018-02","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","55.6","","","","1"
"2018-03","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","56.1","","","","1"
"2018-04","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","54.9","","","","1"
"2018-05","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","58.5","","","","1"
"2018-06","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","61.7","","","","1"
"2018-07","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","64.5","","","","1"
"2018-08","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","63.7","","","","1"
"2018-09","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","57.5","","","","1"
"2018-10","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","57.7","","","","1"
"2018-11","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","57.3","","","","1"
"2018-12","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","56.4","","","","1"
"2019-01","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","56.3","","","","1"
"2019-02","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","56.6","","","","1"
"2019-03","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","57.6","","","","1"
"2019-04","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","57.1","","","","1"
"2019-05","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","61.6","","","","1"
"2019-06","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","64.0","","","","1"
"2019-07","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","64.4","","","","1"
"2019-08","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","62.6","","","","1"
"2019-09","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","55.7","","","","1"
"2019-10","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","57.2","","","","1"
"2019-11","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","56.8","","","","1"
"2019-12","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","57.2","","","","1"
"2020-01","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","57.5","","","","1"
"2020-02","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","57.2","","","","1"
"2020-03","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","48.5","","","","1"
"2020-04","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","40.3","","","","1"
"2020-05","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","42.4","","","","1"
"2020-06","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","50.4","","","","1"
"2020-07","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","53.8","","","","1"
"2020-08","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","58.2","","","","1"
"2020-09","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","53.4","","","","1"
"2020-10","Canada","2016A000011124","Employment rate","High school graduate, some post-secondary","Females","15 years and over","Percentage","242","units","0","v54912687","1.10.4.3.1","52.2","","","","1"
